filename,num_edges,num_vertices,graph_density,num_colors_used_dsatur,dsatur_time,num_colors_used_sat,sat_time_matched_with_dsatur,sat_time,sat_best_solution_iteration_time
miles750.col,4226,128,0.2599655511811024,31,0.012848700003814884,31,0.19003619999421062,0.19003619999421062,0.1510610999976052
mug100_1.col,166,100,0.033535353535353536,4,0.003089699996053241,4,0.0010253000000375323,0.0010253000000375323,0.0009397000030730851
mug100_25.col,166,100,0.033535353535353536,4,0.003083600000536535,4,0.000998899995465763,0.000998899995465763,0.0009185000017168932
mug88_1.col,146,88,0.03814002089864159,4,0.0025067999958992004,4,0.0009197000035783276,0.0009197000035783276,0.0008453999980702065
mug88_25.col,146,88,0.03814002089864159,4,0.0024384999996982515,4,0.0009222000007866882,0.0009222000007866882,0.0008489000028930604
mulsol.i.1.col,3925,197,0.41521210197820796,49,0.020281800003431272,49,0.10086040000169305,0.10086040000169305,0.10047479999775533
mulsol.i.2.col,3885,188,0.2611238069633015,31,0.027452200003608596,31,0.059091500006616116,0.059091500006616116,0.0586948999989545
mulsol.i.3.col,3916,184,0.26018204770447145,31,0.02792990000307327,31,0.05905160000111209,0.05905160000111209,0.05866210000385763
mulsol.i.4.col,3946,185,0.25917898193760264,31,0.028256399993551895,31,0.059687699998903554,0.059687699998903554,0.05929360000300221
mulsol.i.5.col,3973,186,0.257987012987013,31,0.028478799998993054,31,0.06001309999555815,0.06001309999555815,0.05961899999965681
myciel3.col,20,11,0.36363636363636365,4,6.9500005338341e-05,4,0.0003780000042752363,0.0003780000042752363,0.0003575999944587238
myciel4.col,71,23,0.28063241106719367,5,0.00023499999952036887,5,0.0005438999942271039,0.0005438999942271039,0.0005134000020916574
myciel5.col,236,47,0.2183163737280296,6,0.000995199996395968,6,0.0011471000034362078,0.0011471000034362078,0.001090099998691585
myciel6.col,755,95,0.1690929451287794,7,0.004739199997857213,7,0.003223699997761287,0.003223699997761287,0.0031025999996927567
myciel7.col,2360,191,0.13006337834114082,8,0.023852600003010593,8,0.008633999997982755,0.008633999997982755,0.008344499998202082
qg.order30.col,26100,900,0.06451612903225806,36,0.8010948000010103,30,1.1581506000002264,1.1581506000002264,0.40058870000211755
qg.order40.col,62400,1600,0.04878048780487805,45,3.280237999999372,40,38.9318998000017,47.64054620000388,1.9370627999960561
qg.order60.col,212400,3600,0.03278688524590164,69,26.47364809999999,60,129.31879820000177,129.31879820000177,12.127888100003474
queen10_10.col,2940,100,0.296969696969697,15,0.006550700003572274,12,0.023003499998594634,0.055653900002653245,0.011044099999708124
queen11_11.col,3960,121,0.2727272727272727,15,0.010211400003754534,13,0.046728499997698236,0.08486730000004172,0.019715999995241873
queen12_12.col,5192,144,0.25213675213675213,16,0.01522079999995185,14,0.11057960000471212,0.7735967000044184,0.6443564000001061
queen13_13.col,6656,169,0.23443223443223443,19,0.021996600000420585,16,0.10466679999808548,0.18515249999472871,0.027242700001806952
queen14_14.col,8372,196,0.21904761904761905,20,0.03105890000006184,17,0.1216848000040045,0.22483959999954095,0.03220169999985956
queen15_15.col,10360,225,0.20555555555555555,21,0.04300540000258479,18,0.21901490000163903,0.38483760000235634,0.0748948999971617
queen16_16.col,12640,256,0.19362745098039216,21,0.05825449999974808,19,0.41460270000243327,0.5515071999980137,0.08190130000002682
queen5_5.col,320,25,0.5333333333333333,5,0.00032359999750042334,5,0.0015227000039885752,0.0015227000039885752,0.0006595000013476238
queen6_6.col,580,36,0.4603174603174603,9,0.0006928000002517365,7,0.0017796999964048155,0.013150300001143478,0.009830299997702241
queen7_7.col,952,49,0.40476190476190477,11,0.0013479999979608692,7,0.04590370000369148,0.04590370000369148,0.01027520000207005
queen8_12.col,2736,96,0.3,14,0.005884600002900697,12,0.029574899999715853,0.05396939999627648,0.015066700005263556
queen8_8.col,1456,64,0.3611111111111111,11,0.002483099997334648,9,0.009145299998635892,0.5577917999980855,0.5436935999969137
queen9_9.col,2112,81,0.32592592592592595,13,0.004041200001665857,11,0.021803099996759556,0.0432650000002468,0.015229599994199816
school1.col,19095,385,0.2583198051948052,17,0.26065969999763183,14,3.3930254000006244,4.056467499998689,0.24938700000348035
school1_nsh.col,14612,352,0.23653198653198654,26,0.18498319999343948,14,1.2618284999989555,3.3898724999962724,0.08744019999721786
wap01a.col,110871,2368,0.03956106772171411,46,9.869817200000398,45,40.87080309999874,54.81514859999879,13.94424739999522
wap02a.col,111742,2464,0.03682487832914142,46,10.412113500002306,43,10.543207599999732,51.804750099996454,15.179767099994933
wap03a.col,286722,4730,0.025636607733220913,56,61.10390009999537,50,10.864615699996648,77.10317100000248,9.482422200002475
wap04a.col,294902,5231,0.02155863723141896,47,70.3448344999997,47,78.45481570000265,78.45481570000265,31.5759309999994
wap05a.col,43081,905,0.1053170684007236,50,1.3937844999964,50,2.2382254999974975,2.2382254999974975,2.2346458999963943
wap06a.col,43571,947,0.09727167800397829,48,1.4462857999969856,42,1.172262400003092,13.824702400001115,1.8587753999963752
wap07a.col,103368,1809,0.0632090286032962,46,7.046955900004832,43,14.766921299997193,39.67336770000111,12.73868040000525
wap08a.col,104176,1870,0.05961379444525512,44,7.434403200000816,43,29.562044300000707,38.840248799999245,9.27814390000276
will199GPIA.col,7065,701,0.027601385775422864,7,0.26403209999989485,7,0.08701180000207387,0.08701180000207387,0.02342270000372082
zeroin.i.1.col,4100,211,0.5206349206349207,49,0.01979669999855105,49,0.10102629999892088,0.10102629999892088,0.10066419999930076
zeroin.i.2.col,3541,211,0.28915564265882737,30,0.023811200000636745,30,0.05143870000028983,0.05143870000028983,0.05108219999965513
zeroin.i.3.col,3540,206,0.28907398334149925,30,0.02415630000177771,30,0.051552800003264565,0.051552800003264565,0.05118979999679141
