filename,num_edges,num_vertices,graph_density,num_colors_used_dsatur,dsatur_time,num_colors_used_sat,sat_time_matched_with_dsatur,sat_time,sat_best_solution_iteration_time
le450_15c.col,16680,450,0.16510764662212324,23,0.2680010999974911,22,0.8751703000016278,3.006669599999441,2.131452099994931
le450_15d.col,16750,450,0.1658005444196981,24,0.26494340000499506,22,0.728374199999962,2.8728994999983115,1.9880779000013717
le450_25a.col,8260,450,0.08176194011383321,25,0.17517519999819342,25,0.141731499999878,0.141731499999878,0.14079710000078194
le450_25b.col,8263,450,0.08179163573372927,25,0.17270280000229832,25,0.12545459999819286,0.12545459999819286,0.12452520000078948
le450_25c.col,17343,450,0.17167037861915369,29,0.2861970999947516,26,0.4607310999999754,5.278968599996006,4.373850099997071
le450_25d.col,17425,450,0.1724820588963128,28,0.28361579999909736,27,0.6965339000016684,0.9187510999981896,0.22217310000269208
le450_5a.col,5714,450,0.056560257362039096,10,0.12294249999831663,8,0.05738019999989774,0.5033079999993788,0.4145684999966761
le450_5b.col,5734,450,0.0567582281613462,10,0.1250618000049144,5,0.09157250000134809,4.1298380000007455,0.1260136000055354
le450_5c.col,9803,450,0.09703538728037614,11,0.1707966000030865,5,0.11084960000152932,0.4488758000006783,0.021694499999284744
le450_5d.col,9757,450,0.0965800544419698,12,0.16832810000050813,5,0.21635329999844544,1.4142036999983247,0.025983599996834528
miles1000.col,6432,128,0.3956692913385827,42,0.016789699999208096,42,0.3153703999996651,0.3153703999996651,0.22161939999932656
miles1500.col,10396,128,0.6395177165354331,73,0.023227700003189966,73,0.2008235000030254,0.2008235000030254,0.2003788000001805
miles250.col,774,128,0.049935483870967745,8,0.005750099997385405,8,0.0029543000055127777,0.0029543000055127777,0.0028285000007599592
miles500.col,2340,128,0.14394685039370078,20,0.009247800000593998,20,0.015190500002063345,0.015190500002063345,0.01500800000212621
miles750.col,4226,128,0.2599655511811024,31,0.012846300000092015,31,0.19618469999841182,0.19618469999841182,0.15695759999653092
mug100_1.col,166,100,0.033535353535353536,4,0.0030733999956282787,4,0.0010503000012249686,0.0010503000012249686,0.0009608000036678277
mug100_25.col,166,100,0.033535353535353536,4,0.0030817000006209128,4,0.0010356000057072379,0.0010356000057072379,0.0009500000014668331
mug88_1.col,146,88,0.03814002089864159,4,0.0024088999998639338,4,0.0009439000059501268,0.0009439000059501268,0.0008691999973962083
mug88_25.col,146,88,0.03814002089864159,4,0.002435399997921195,4,0.0009299000012106262,0.0009299000012106262,0.0008544000011170283
mulsol.i.1.col,3925,197,0.41521210197820796,49,0.02036740000039572,49,0.09974290000536712,0.09974290000536712,0.09937260000151582
mulsol.i.2.col,3885,188,0.2611238069633015,31,0.027331899997079745,31,0.05791739999403944,0.05791739999403944,0.05753740000363905
mulsol.i.3.col,3916,184,0.26018204770447145,31,0.02783379999891622,31,0.05879589999676682,0.05879589999676682,0.058405299998412374
mulsol.i.4.col,3946,185,0.25917898193760264,31,0.02813699999387609,31,0.06290659999649506,0.06290659999649506,0.06251979999797186
mulsol.i.5.col,3973,186,0.257987012987013,31,0.028491199998825323,31,0.06255500000406755,0.06255500000406755,0.06216149999818299
myciel3.col,20,11,0.36363636363636365,4,9.700000373413786e-05,4,0.00040499999886378646,0.00040499999886378646,0.0003808999972534366
myciel4.col,71,23,0.28063241106719367,5,0.0003865000035148114,5,0.0008772000001044944,0.0008772000001044944,0.0008273999992525205
myciel5.col,236,47,0.2183163737280296,6,0.0009844000014709309,6,0.001170099996670615,0.001170099996670615,0.0011138999980175868
myciel6.col,755,95,0.1690929451287794,7,0.004639299993868917,7,0.00322510000114562,0.00322510000114562,0.003104199997324031
myciel7.col,2360,191,0.13006337834114082,8,0.023875700004282407,8,0.008738100004848093,0.008738100004848093,0.008449500004644506
qg.order30.col,26100,900,0.06451612903225806,36,0.8060523999956786,30,1.1584730999966268,1.1584730999966268,0.39791170000535203
qg.order40.col,62400,1600,0.04878048780487805,45,3.284577400001581,40,37.118524599995,45.67798020000191,1.8845275999992737
qg.order60.col,212400,3600,0.03278688524590164,69,26.137925600000017,60,122.61524289999943,122.61524289999943,11.290930600000138
queen10_10.col,2940,100,0.296969696969697,15,0.008571700003813021,12,0.023373099997115787,0.055907900001329836,0.010944399997242726
queen11_11.col,3960,121,0.2727272727272727,15,0.010151800001040101,13,0.04609889999846928,0.08384569999907399,0.01936310000019148
queen12_12.col,5192,144,0.25213675213675213,16,0.015163600000960287,14,0.1096938000046066,0.7711993999982951,0.6430660999976681
queen13_13.col,6656,169,0.23443223443223443,19,0.022107400000095367,16,0.0997949000011431,0.17899670000042534,0.026876399999309797
queen14_14.col,8372,196,0.21904761904761905,20,0.03121610000380315,17,0.12231410000094911,0.22725809999974445,0.03232869999919785
queen15_15.col,10360,225,0.20555555555555555,21,0.04309600000124192,18,0.21589889999449952,0.37830769999709446,0.07223549999616807
queen16_16.col,12640,256,0.19362745098039216,21,0.058681000002252404,19,0.41044870000041556,0.546535399997083,0.0815403000015067
queen5_5.col,320,25,0.5333333333333333,5,0.00032890000147745013,5,0.0015337999939220026,0.0015337999939220026,0.0006627000038861297
queen6_6.col,580,36,0.4603174603174603,9,0.0006873000020277686,7,0.0018067999990307726,0.01312070000130916,0.009775900005479343
queen7_7.col,952,49,0.40476190476190477,11,0.0013533999954233877,7,0.045804100001987536,0.045804100001987536,0.010291099999449216
queen8_12.col,2736,96,0.3,14,0.00593500000104541,12,0.02960900000471156,0.05388390000007348,0.014931899997463915
queen8_8.col,1456,64,0.3611111111111111,11,0.0024043000012170523,9,0.009168300006422214,0.5551966000057291,0.541104699994321
queen9_9.col,2112,81,0.32592592592592595,13,0.0040280999965034425,11,0.021660800004610792,0.043060100004367996,0.015235399994708132
school1.col,19095,385,0.2583198051948052,17,0.26223160000517964,14,3.3621419000046444,4.028690800005279,0.24696960000437684
school1_nsh.col,14612,352,0.23653198653198654,26,0.1859134999976959,14,1.261017599994375,3.404308699995454,0.08715620000293711
wap01a.col,110871,2368,0.03956106772171411,46,9.821367000004102,45,39.030039500001294,52.452502000000095,13.42239979999431
wap02a.col,111742,2464,0.03682487832914142,46,10.36206669999956,43,9.88901910000277,50.10125240000343,14.711604399999487
wap03a.col,286722,4730,0.025636607733220913,56,59.86986959999922,50,9.060058899995056,67.3454911000008,7.958687300000747
wap04a.col,294902,5231,0.02155863723141896,47,69.1209705999936,47,72.82324040000094,72.82324040000094,30.188917300001776
wap05a.col,43081,905,0.1053170684007236,50,1.3854111000036937,50,2.2261877000055392,2.2261877000055392,2.2226347000032547
wap06a.col,43571,947,0.09727167800397829,48,1.4336505999963265,42,1.0868518999996013,13.345885000002454,1.773611799995706
wap07a.col,103368,1809,0.0632090286032962,46,6.998616699995182,43,14.06438640000124,38.194123500004935,12.418905800004723
wap08a.col,104176,1870,0.05961379444525512,44,7.41880079999828,43,28.61091529999976,37.71337240000139,9.102386699996714
will199GPIA.col,7065,701,0.027601385775422864,7,0.2633391000053962,7,0.08723940000345465,0.08723940000345465,0.022980699999607168
zeroin.i.1.col,4100,211,0.5206349206349207,49,0.019807199998467695,49,0.10286880000057863,0.10286880000057863,0.10250949999317527
zeroin.i.2.col,3541,211,0.28915564265882737,30,0.023948200003360398,30,0.05099460000201361,0.05099460000201361,0.05063549999613315
zeroin.i.3.col,3540,206,0.28907398334149925,30,0.023752699999022298,30,0.05099460000201361,0.05099460000201361,0.05063739999604877
